log_id,is_popular
13554,0
13555,1
13556,1
13557,1
13558,0
13559,1
13560,1
13561,1
13562,1
13563,1
13564,1
13565,1
13566,0
13567,1
13568,1
13569,1
13570,1
13571,0
13572,1
13573,1
13574,1
13575,1
13576,1
13577,1
13578,1
13579,1
13580,1
13581,1
13582,1
13583,1
13584,1
13585,1
13586,1
13587,1
13588,1
13589,1
13590,1
13591,1
13592,1
13593,1
13594,1
13595,1
13596,1
13597,1
13598,1
13599,1
13600,1
13601,1
13602,1
13603,0
13604,1
13605,1
13606,0
13607,1
13608,1
13609,0
13610,0
13611,1
13612,1
13613,1
13614,1
13615,1
13616,0
13617,1
13618,1
13619,0
13620,0
13621,1
13622,1
13623,1
13624,0
13625,1
13626,1
13627,1
13628,0
13629,0
13630,1
13631,1
13632,1
13633,1
13634,1
13635,1
13636,1
13637,1
13638,1
13639,0
13640,1
13641,0
13642,1
13643,1
13644,1
13645,1
13646,1
13647,1
13648,1
13649,1
13650,1
13651,1
13652,1
13653,1
13654,1
13655,1
13656,1
13657,0
13658,1
13659,1
13660,1
13661,1
13662,1
13663,1
13664,1
13665,0
13666,1
13667,1
13668,1
13669,1
13670,1
13671,1
13672,1
13673,1
13674,0
13675,1
13676,0
13677,0
13678,0
13679,1
13680,1
13681,1
13682,1
13683,1
13684,1
13685,1
13686,1
13687,1
13688,1
13689,1
13690,1
13691,0
13692,1
13693,0
13694,1
13695,1
13696,1
13697,1
13698,1
13699,1
13700,1
13701,1
13702,1
13703,0
13704,1
13705,1
13706,1
13707,1
13708,1
13709,1
13710,0
13711,1
13712,1
13713,1
13714,1
13715,1
13716,1
13717,1
13718,1
13719,1
13720,1
13721,1
13722,0
13723,1
13724,1
13725,0
13726,1
13727,1
13728,1
13729,1
13730,1
13731,1
13732,1
13733,1
13734,1
13735,1
13736,0
13737,1
13738,1
13739,1
13740,1
13741,1
13742,1
13743,1
13744,1
13745,1
13746,0
13747,1
13748,1
13749,1
13750,1
13751,1
13752,1
13753,1
13754,0
13755,1
13756,1
13757,1
13758,1
13759,0
13760,1
13761,1
13762,1
13763,1
13764,1
13765,1
13766,1
13767,1
13768,1
13769,1
13770,1
13771,1
13772,0
13773,1
13774,0
13775,1
13776,1
13777,0
13778,1
13779,1
13780,1
13781,0
13782,0
13783,1
13784,1
13785,1
13786,1
13787,1
13788,1
13789,1
13790,1
13791,1
13792,0
13793,1
13794,1
13795,1
13796,1
13797,1
13798,1
13799,1
13800,1
13801,1
13802,0
13803,1
13804,1
13805,0
13806,1
13807,0
13808,1
13809,0
13810,1
13811,1
13812,0
13813,1
13814,1
13815,1
13816,1
13817,1
13818,1
13819,1
13820,1
13821,0
13822,1
13823,0
13824,1
13825,1
13826,1
13827,1
13828,0
13829,1
13830,1
13831,1
13832,1
13833,1
13834,1
13835,1
13836,0
13837,1
13838,1
13839,1
13840,1
13841,1
13842,1
13843,1
13844,1
13845,0
13846,1
13847,1
13848,0
13849,1
13850,1
13851,1
13852,1
13853,1
13854,1
13855,1
13856,1
13857,1
13858,1
13859,1
13860,0
13861,1
13862,1
13863,1
13864,1
13865,1
13866,1
13867,1
13868,0
13869,1
13870,1
13871,1
13872,1
13873,1
13874,1
13875,1
13876,1
13877,0
13878,1
13879,1
13880,1
13881,1
13882,1
13883,1
13884,1
13885,1
13886,1
13887,1
13888,1
13889,1
13890,1
13891,1
13892,1
13893,1
13894,0
13895,0
13896,1
13897,1
13898,1
13899,1
13900,1
13901,0
13902,1
13903,1
13904,1
13905,1
13906,1
13907,1
13908,1
13909,1
13910,1
13911,1
13912,1
13913,1
13914,1
13915,1
13916,0
13917,1
13918,1
13919,1
13920,1
13921,1
13922,1
13923,0
13924,1
13925,0
13926,1
13927,1
13928,1
13929,1
13930,1
13931,1
13932,1
13933,1
13934,1
13935,1
13936,1
13937,1
13938,1
13939,1
13940,1
13941,1
13942,1
13943,1
13944,1
13945,1
13946,1
13947,0
13948,0
13949,0
13950,0
13951,1
13952,0
13953,1
13954,0
13955,1
13956,1
13957,1
13958,1
13959,1
13960,0
13961,1
13962,1
13963,1
13964,0
13965,1
13966,1
13967,1
13968,1
13969,1
13970,1
13971,1
13972,1
13973,1
13974,1
13975,1
13976,0
13977,1
13978,1
13979,1
13980,1
13981,1
13982,1
13983,1
13984,1
13985,1
13986,1
13987,1
13988,0
13989,1
13990,0
13991,1
13992,1
13993,1
13994,1
13995,1
13996,1
13997,1
13998,1
13999,1
14000,1
14001,1
14002,1
14003,1
14004,1
14005,1
14006,0
14007,1
14008,0
14009,1
14010,0
14011,1
14012,1
14013,1
14014,1
14015,1
14016,0
14017,1
14018,1
14019,1
14020,1
14021,1
14022,1
14023,0
14024,1
14025,1
14026,1
14027,1
14028,1
14029,0
14030,1
14031,1
14032,1
14033,1
14034,1
14035,0
14036,1
14037,1
14038,1
14039,1
14040,1
14041,0
14042,0
14043,1
14044,1
14045,1
14046,1
14047,1
14048,1
14049,1
14050,1
14051,1
14052,1
14053,1
14054,1
14055,1
14056,1
14057,1
14058,1
14059,0
14060,1
14061,1
14062,1
14063,1
14064,1
14065,1
14066,1
14067,1
14068,1
14069,1
14070,1
14071,1
14072,0
14073,1
14074,1
14075,0
14076,1
14077,1
14078,1
14079,1
14080,0
14081,1
14082,1
14083,1
14084,1
14085,1
14086,1
14087,1
14088,1
14089,1
14090,1
14091,1
14092,1
14093,1
14094,1
14095,1
14096,1
14097,0
14098,1
14099,0
14100,1
14101,0
14102,0
14103,0
14104,1
14105,0
14106,1
14107,1
14108,1
14109,1
14110,1
14111,1
14112,1
14113,1
14114,0
14115,1
14116,1
14117,0
14118,1
14119,1
14120,1
14121,1
14122,1
14123,1
14124,1
14125,1
14126,1
14127,1
14128,0
14129,1
14130,1
14131,0
14132,1
14133,1
14134,1
14135,1
14136,1
14137,1
14138,1
14139,0
14140,1
14141,1
14142,0
14143,1
14144,1
14145,1
14146,1
14147,1
14148,1
14149,0
14150,1
14151,0
14152,1
14153,1
14154,1
14155,0
14156,1
14157,0
14158,1
14159,1
14160,1
14161,0
14162,1
14163,1
14164,1
14165,1
14166,1
14167,1
14168,0
14169,1
14170,1
14171,1
14172,1
14173,1
14174,1
14175,1
14176,1
14177,1
14178,1
14179,1
14180,1
14181,0
14182,1
14183,1
14184,0
14185,1
14186,0
14187,1
14188,1
14189,1
14190,1
14191,1
14192,1
14193,1
14194,0
14195,1
14196,1
14197,1
14198,1
14199,1
14200,1
14201,0
14202,1
14203,1
14204,0
14205,1
14206,0
14207,1
14208,1
14209,0
14210,1
14211,1
14212,1
14213,0
14214,1
14215,1
14216,1
14217,1
14218,1
14219,1
14220,1
14221,0
14222,1
14223,1
14224,1
14225,1
14226,1
14227,1
14228,1
14229,0
14230,1
14231,1
14232,1
14233,1
14234,1
14235,1
14236,0
14237,1
14238,1
14239,0
14240,1
14241,1
14242,1
14243,1
14244,1
14245,1
14246,1
14247,1
14248,0
14249,1
14250,1
14251,1
14252,1
14253,1
14254,1
14255,1
14256,1
14257,1
14258,1
14259,1
14260,1
14261,1
14262,1
14263,1
14264,1
14265,1
14266,0
14267,1
14268,1
14269,0
14270,0
14271,1
14272,1
14273,0
14274,1
14275,1
14276,0
14277,1
14278,0
14279,1
14280,1
14281,1
14282,0
14283,1
14284,1
14285,1
14286,1
14287,1
14288,1
14289,1
14290,1
14291,1
14292,1
14293,1
14294,1
14295,1
14296,1
14297,1
14298,1
14299,1
14300,1
14301,1
14302,1
14303,1
14304,0
14305,0
14306,1
14307,1
14308,1
14309,1
14310,1
14311,1
14312,1
14313,1
14314,1
14315,1
14316,1
14317,1
14318,1
14319,1
14320,1
14321,1
14322,1
14323,1
14324,1
14325,1
14326,1
14327,1
14328,1
14329,1
14330,0
14331,1
14332,1
14333,1
14334,1
14335,1
14336,1
14337,1
14338,1
14339,1
14340,1
14341,1
14342,0
14343,1
14344,1
14345,1
14346,1
14347,1
14348,1
14349,1
14350,1
14351,1
14352,1
14353,0
14354,1
14355,1
14356,1
14357,1
14358,1
14359,0
14360,1
14361,1
14362,1
14363,1
14364,1
14365,1
14366,1
14367,1
14368,1
14369,1
14370,1
14371,0
14372,1
14373,1
14374,1
14375,1
14376,1
14377,1
14378,1
14379,1
14380,1
14381,0
14382,1
14383,1
14384,1
14385,1
14386,1
14387,1
14388,1
14389,1
14390,1
14391,1
14392,1
14393,1
14394,1
14395,1
14396,1
14397,1
14398,1
14399,1
14400,1
14401,1
14402,1
14403,0
14404,1
14405,1
14406,0
14407,1
14408,1
14409,1
14410,1
14411,1
14412,1
14413,0
14414,1
14415,1
14416,1
14417,1
14418,1
14419,1
14420,0
14421,0
14422,0
14423,0
14424,1
14425,1
14426,1
14427,1
14428,1
14429,1
14430,1
14431,1
14432,1
14433,1
14434,1
14435,1
14436,1
14437,0
14438,1
14439,1
14440,1
14441,1
14442,1
14443,1
14444,1
14445,0
14446,1
14447,0
14448,1
14449,1
14450,1
14451,1
14452,1
14453,1
14454,1
14455,1
14456,1
14457,1
14458,1
14459,1
14460,1
14461,1
14462,1
14463,1
14464,1
14465,1
14466,1
14467,1
14468,1
14469,0
14470,0
14471,1
14472,1
14473,0
14474,1
14475,1
14476,1
14477,1
14478,0
14479,1
14480,1
14481,1
14482,1
14483,0
14484,1
14485,1
14486,1
14487,1
14488,0
14489,1
14490,0
14491,1
14492,1
14493,1
14494,1
14495,0
14496,1
14497,1
14498,1
14499,1
14500,1
14501,1
14502,0
14503,0
14504,0
14505,1
14506,1
14507,1
14508,1
14509,1
14510,0
14511,1
14512,0
14513,1
14514,1
14515,1
14516,1
14517,1
14518,1
14519,1
14520,1
14521,1
14522,1
14523,1
14524,0
14525,0
14526,1
14527,0
14528,1
14529,1
14530,1
14531,1
14532,1
14533,1
14534,1
14535,1
14536,1
14537,1
14538,1
14539,1
14540,1
14541,1
14542,0
14543,1
14544,0
14545,1
14546,0
14547,1
14548,1
14549,1
14550,1
14551,0
14552,1
14553,1
14554,1
14555,1
14556,1
14557,1
14558,1
14559,1
14560,0
14561,1
14562,1
14563,1
14564,1
14565,1
14566,1
14567,1
14568,1
14569,1
14570,1
14571,1
14572,1
14573,1
14574,1
14575,1
14576,1
14577,1
14578,1
14579,0
14580,1
14581,1
14582,1
14583,1
14584,1
14585,1
14586,1
14587,0
14588,1
14589,1
14590,1
14591,1
14592,1
14593,1
14594,1
14595,1
14596,1
14597,1
14598,0
14599,1
14600,0
14601,1
14602,1
14603,1
14604,1
14605,1
14606,1
14607,0
14608,1
14609,1
14610,1
14611,1
14612,1
14613,0
14614,1
14615,1
14616,1
14617,1
14618,1
14619,1
14620,1
14621,1
14622,1
14623,1
14624,1
14625,1
14626,0
14627,1
14628,0
14629,1
14630,0
14631,1
14632,0
14633,0
14634,1
14635,1
14636,1
14637,0
14638,1
14639,1
14640,1
14641,1
14642,1
14643,0
14644,1
14645,1
14646,1
14647,1
14648,1
14649,1
14650,1
14651,1
14652,1
14653,0
14654,1
14655,1
14656,1
14657,1
14658,0
14659,1
14660,1
14661,1
14662,1
14663,1
14664,1
14665,0
14666,1
14667,0
14668,1
14669,1
14670,1
14671,1
14672,1
14673,1
14674,1
14675,1
14676,1
14677,1
14678,1
14679,0
14680,1
14681,0
14682,1
14683,0
14684,1
14685,0
14686,1
14687,1
14688,1
14689,1
14690,0
14691,1
14692,1
14693,1
14694,1
14695,0
14696,1
14697,1
14698,1
14699,0
14700,0
14701,1
14702,1
14703,0
14704,1
14705,1
14706,0
14707,1
14708,0
14709,1
14710,1
14711,1
14712,1
14713,1
14714,1
14715,1
14716,1
14717,0
14718,0
14719,1
14720,0
14721,1
14722,1
14723,1
14724,0
14725,0
14726,1
14727,1
14728,1
14729,0
14730,1
14731,1
14732,1
14733,1
14734,1
14735,1
14736,1
14737,1
14738,1
14739,0
14740,1
14741,1
14742,1
14743,0
14744,1
14745,0
14746,1
14747,0
14748,0
14749,1
14750,1
14751,0
14752,0
14753,1
14754,1
14755,1
14756,1
14757,0
14758,1
14759,0
14760,1
14761,0
14762,1
14763,1
14764,1
14765,1
14766,0
14767,0
14768,0
14769,1
14770,1
14771,1
14772,0
14773,1
14774,1
14775,1
14776,1
14777,1
14778,1
14779,1
14780,0
14781,1
14782,1
14783,1
14784,1
14785,1
14786,0
14787,1
14788,1
14789,1
14790,1
14791,1
14792,1
14793,1
14794,1
14795,0
14796,1
14797,0
14798,1
14799,0
14800,1
14801,1
14802,1
14803,1
14804,1
14805,1
14806,1
14807,1
14808,1
14809,1
14810,1
14811,1
14812,0
14813,0
14814,1
14815,1
14816,0
14817,1
14818,1
14819,1
14820,1
14821,1
14822,1
14823,1
14824,1
14825,0
14826,0
14827,1
14828,1
14829,1
14830,1
14831,0
14832,1
14833,1
14834,1
14835,0
14836,1
14837,1
14838,1
14839,1
14840,1
14841,1
14842,1
14843,1
14844,1
14845,1
14846,1
14847,1
14848,1
14849,1
14850,1
14851,1
14852,1
14853,1
14854,1
14855,1
14856,1
14857,1
14858,1
14859,0
14860,0
14861,1
14862,1
14863,1
14864,1
14865,1
14866,1
14867,1
14868,1
14869,1
14870,1
14871,1
14872,1
14873,1
14874,1
14875,1
14876,1
14877,1
14878,1
14879,1
14880,1
14881,1
14882,1
14883,1
14884,1
14885,0
14886,1
14887,1
14888,1
14889,1
14890,1
14891,1
14892,1
14893,1
14894,1
14895,1
14896,1
14897,1
14898,1
14899,1
14900,1
14901,1
14902,1
14903,1
14904,1
14905,1
14906,1
14907,0
14908,1
14909,1
14910,1
14911,1
14912,0
14913,1
14914,1
14915,1
14916,1
14917,1
14918,1
14919,1
14920,1
14921,1
14922,0
14923,1
14924,1
14925,1
14926,1
14927,1
14928,1
14929,1
14930,0
14931,1
14932,1
14933,1
14934,1
14935,1
14936,1
14937,1
14938,1
14939,1
14940,1
14941,1
14942,1
14943,1
14944,1
14945,1
14946,1
14947,1
14948,1
14949,1
14950,1
14951,1
14952,1
14953,1
14954,1
14955,0
14956,1
14957,0
14958,1
14959,1
14960,1
14961,1
14962,1
14963,0
14964,1
14965,1
14966,1
14967,1
14968,0
14969,1
14970,1
14971,1
14972,0
14973,1
14974,1
14975,1
14976,1
14977,1
14978,1
14979,1
14980,1
14981,0
14982,1
14983,1
14984,1
14985,1
14986,1
14987,1
14988,1
14989,1
14990,1
14991,1
14992,1
14993,1
14994,1
14995,1
14996,1
14997,1
14998,1
14999,1
15000,1
15001,0
15002,0
15003,0
15004,1
15005,0
15006,1
15007,1
15008,1
15009,1
15010,1
15011,0
15012,1
15013,1
15014,1
15015,1
15016,1
15017,1
15018,1
15019,1
15020,1
15021,1
15022,0
15023,1
15024,1
15025,0
15026,1
15027,1
15028,1
15029,1
15030,1
15031,1
15032,1
15033,1
15034,1
15035,0
15036,1
15037,1
15038,1
15039,1
15040,1
15041,1
15042,1
15043,1
15044,0
15045,1
15046,1
15047,1
15048,1
15049,1
15050,1
15051,0
15052,1
15053,1
15054,1
15055,1
15056,1
15057,0
15058,1
15059,1
15060,1
15061,1
15062,1
15063,1
15064,1
15065,1
15066,1
15067,1
15068,1
15069,1
15070,1
15071,0
15072,0
15073,1
15074,1
15075,0
15076,1
15077,1
15078,0
15079,1
15080,1
15081,0
15082,1
15083,1
15084,1
15085,1
15086,1
15087,1
15088,1
15089,1
15090,1
15091,1
15092,1
15093,1
15094,0
15095,0
15096,1
15097,0
15098,1
15099,1
15100,0
15101,1
15102,1
15103,1
15104,1
15105,1
15106,1
15107,0
15108,1
15109,1
15110,1
15111,1
15112,1
15113,1
15114,1
15115,1
15116,1
15117,1
15118,1
15119,1
15120,1
15121,1
15122,0
15123,1
15124,1
15125,0
15126,1
15127,1
15128,1
15129,1
15130,0
15131,1
15132,1
15133,1
15134,1
15135,1
15136,1
15137,1
15138,1
15139,1
15140,1
15141,0
15142,1
15143,1
15144,1
15145,1
15146,1
15147,1
15148,0
15149,1
15150,1
15151,1
15152,1
15153,1
15154,1
15155,1
15156,1
15157,0
15158,1
15159,1
15160,1
15161,1
15162,1
15163,1
15164,1
15165,1
15166,1
15167,1
15168,1
15169,1
15170,1
15171,1
15172,1
15173,0
15174,0
15175,0
15176,1
15177,1
15178,1
15179,1
15180,1
15181,1
15182,1
15183,1
15184,1
15185,1
15186,0
15187,1
15188,1
15189,0
15190,1
15191,1
15192,1
15193,0
15194,1
15195,1
15196,1
15197,0
15198,1
15199,1
15200,1
15201,1
15202,1
15203,1
15204,0
15205,0
15206,1
15207,1
15208,0
15209,1
15210,1
15211,1
15212,1
15213,0
15214,1
15215,1
15216,1
15217,1
15218,1
15219,1
15220,1
15221,1
15222,1
15223,1
15224,1
15225,1
15226,1
15227,1
15228,1
15229,0
15230,1
15231,1
15232,1
15233,1
15234,1
15235,1
15236,1
15237,0
15238,1
15239,1
15240,1
15241,1
15242,1
15243,1
15244,1
15245,1
15246,0
15247,1
15248,1
15249,1
15250,0
15251,0
15252,1
15253,1
15254,1
15255,1
15256,1
15257,0
15258,1
15259,0
15260,1
15261,1
15262,1
15263,1
15264,0
15265,1
15266,0
15267,0
15268,1
15269,1
15270,1
15271,1
15272,1
15273,1
15274,1
15275,1
15276,1
15277,1
15278,1
15279,0
15280,1
15281,1
15282,1
15283,1
15284,1
15285,1
15286,0
15287,1
15288,1
15289,1
15290,1
15291,1
15292,1
15293,1
15294,1
15295,1
15296,1
15297,0
15298,1
15299,0
15300,1
15301,1
15302,1
15303,0
15304,1
15305,0
15306,0
15307,1
15308,1
15309,1
15310,1
15311,1
15312,1
15313,1
15314,1
15315,1
15316,1
15317,1
15318,1
15319,1
15320,1
15321,1
15322,0
15323,1
15324,1
15325,1
15326,1
15327,1
15328,1
15329,1
15330,1
15331,1
15332,1
15333,1
15334,1
15335,1
15336,1
15337,1
15338,1
15339,0
15340,1
15341,0
15342,1
15343,1
15344,1
15345,1
15346,1
15347,1
15348,1
15349,1
15350,1
15351,0
15352,1
15353,1
15354,1
15355,1
15356,1
15357,0
15358,1
15359,0
15360,1
15361,1
15362,0
15363,1
15364,1
15365,1
15366,1
15367,1
15368,1
15369,1
15370,1
15371,1
15372,0
15373,1
15374,1
15375,1
15376,0
15377,1
15378,1
15379,1
15380,1
15381,1
15382,1
15383,0
15384,1
15385,1
15386,1
15387,1
15388,0
15389,0
15390,1
15391,1
15392,1
15393,1
15394,1
15395,1
15396,1
15397,1
15398,1
15399,1
15400,1
15401,1
15402,1
15403,1
15404,1
15405,0
15406,1
15407,1
15408,1
15409,0
15410,1
15411,1
15412,1
15413,1
15414,1
15415,1
15416,1
15417,0
15418,1
15419,0
15420,1
15421,1
15422,1
15423,1
15424,1
15425,1
15426,1
15427,1
15428,0
15429,0
15430,1
15431,1
15432,0
15433,0
15434,1
15435,1
15436,1
15437,1
15438,1
15439,1
15440,0
15441,1
15442,1
15443,1
15444,1
15445,0
15446,1
15447,1
15448,0
15449,1
15450,1
15451,0
15452,1
15453,1
15454,1
15455,1
15456,1
15457,1
15458,0
15459,1
15460,1
15461,1
15462,1
15463,1
15464,1
15465,1
15466,1
15467,0
15468,1
15469,1
15470,1
15471,1
15472,1
15473,1
15474,1
15475,1
15476,0
15477,1
15478,1
15479,1
15480,1
15481,1
15482,1
15483,1
15484,1
15485,0
15486,1
15487,1
15488,1
15489,1
15490,0
15491,0
15492,0
15493,1
15494,0
15495,1
15496,1
15497,1
15498,1
15499,1
15500,1
15501,1
15502,1
15503,1
15504,0
15505,1
15506,1
15507,1
15508,1
15509,1
15510,1
15511,1
15512,1
15513,1
15514,1
15515,1
15516,1
15517,1
15518,1
15519,0
15520,1
15521,1
15522,1
15523,1
15524,1
15525,1
15526,1
15527,1
15528,1
15529,1
15530,1
15531,1
15532,0
15533,1
15534,1
15535,1
15536,1
15537,1
15538,1
15539,1
15540,1
15541,0
15542,0
15543,1
15544,1
15545,1
15546,1
15547,1
15548,1
15549,1
15550,1
15551,0
15552,1
15553,1
15554,1
15555,1
15556,0
15557,1
15558,1
15559,1
15560,1
15561,1
15562,1
15563,1
15564,1
15565,1
15566,1
15567,1
15568,1
15569,1
15570,1
15571,1
15572,1
15573,1
15574,0
15575,1
15576,1
15577,1
15578,1
15579,1
15580,1
15581,1
15582,1
15583,0
15584,1
15585,1
15586,1
15587,1
15588,1
15589,0
15590,1
15591,1
15592,1
15593,0
15594,0
15595,0
15596,0
15597,0
15598,0
15599,1
15600,1
15601,0
15602,1
15603,1
15604,1
15605,0
15606,0
15607,1
15608,1
15609,1
15610,1
15611,1
15612,0
15613,1
15614,1
15615,1
15616,1
15617,1
15618,1
15619,0
15620,1
15621,1
15622,1
15623,1
15624,1
15625,1
15626,1
15627,1
15628,1
15629,1
15630,1
15631,1
15632,1
15633,1
15634,0
15635,1
15636,1
15637,1
15638,1
15639,1
15640,1
15641,1
15642,0
15643,1
15644,1
15645,1
15646,1
15647,1
15648,1
15649,1
15650,1
15651,1
15652,1
15653,1
15654,1
15655,0
15656,1
15657,1
15658,1
15659,1
15660,1
15661,1
15662,1
15663,1
15664,1
15665,1
15666,1
15667,1
15668,1
15669,0
15670,0
15671,1
15672,1
15673,1
15674,0
15675,1
15676,1
15677,1
15678,1
15679,1
15680,1
15681,1
15682,1
15683,1
15684,0
15685,1
15686,1
15687,1
15688,1
15689,1
15690,1
15691,0
15692,1
15693,1
15694,1
15695,1
15696,1
15697,1
15698,1
15699,0
15700,1
15701,1
15702,1
15703,1
15704,0
15705,1
15706,1
15707,1
15708,1
15709,0
15710,1
15711,1
15712,1
15713,1
15714,1
15715,1
15716,1
15717,1
15718,1
15719,1
15720,1
15721,1
15722,1
15723,1
15724,1
15725,1
15726,1
15727,0
15728,1
15729,1
15730,1
15731,1
15732,1
15733,1
15734,1
15735,0
15736,1
15737,1
15738,1
15739,1
15740,1
15741,1
15742,1
15743,1
15744,1
15745,0
15746,1
15747,1
15748,1
15749,1
15750,1
15751,1
15752,1
15753,0
15754,1
15755,1
15756,1
15757,1
15758,1
15759,1
15760,1
15761,1
15762,1
15763,1
15764,1
15765,1
15766,1
15767,1
15768,1
15769,0
15770,1
15771,1
15772,1
15773,1
15774,1
15775,1
15776,1
15777,0
15778,0
15779,1
15780,1
15781,1
15782,1
15783,1
15784,0
15785,1
15786,1
15787,1
15788,1
15789,1
15790,1
15791,1
15792,1
15793,1
15794,1
15795,0
15796,1
15797,1
15798,1
15799,1
15800,1
15801,1
15802,1
15803,0
15804,1
15805,1
15806,1
15807,0
15808,1
15809,1
15810,1
15811,1
15812,1
15813,1
15814,1
15815,1
15816,0
15817,1
15818,1
15819,1
15820,1
15821,1
15822,0
15823,1
15824,1
15825,1
15826,1
15827,1
15828,1
15829,1
15830,1
15831,1
15832,1
15833,1
15834,1
15835,1
15836,0
15837,1
15838,1
15839,1
15840,1
15841,0
15842,1
15843,1
15844,1
15845,1
15846,1
15847,1
15848,0
15849,1
15850,0
15851,1
15852,1
15853,0
15854,1
15855,0
15856,1
15857,1
15858,1
15859,1
15860,1
15861,1
15862,1
15863,1
15864,1
15865,1
15866,1
15867,1
15868,1
15869,1
15870,1
15871,0
15872,1
15873,1
15874,1
15875,1
15876,0
15877,1
15878,1
15879,1
15880,1
15881,1
15882,1
15883,0
15884,0
15885,1
15886,1
15887,1
15888,1
15889,0
15890,1
15891,1
15892,1
15893,1
15894,1
15895,1
15896,1
15897,1
15898,0
15899,1
15900,0
15901,1
15902,1
15903,1
15904,1
15905,1
15906,1
15907,1
15908,0
15909,1
15910,1
15911,1
15912,1
15913,0
15914,1
15915,1
15916,0
15917,1
15918,1
15919,1
15920,1
15921,1
15922,1
15923,1
15924,1
15925,1
15926,1
15927,1
15928,1
15929,1
15930,1
15931,1
15932,1
15933,1
15934,1
15935,1
15936,0
15937,1
15938,1
15939,1
15940,1
15941,1
15942,1
15943,1
15944,0
15945,1
15946,1
15947,1
15948,1
15949,1
15950,1
15951,1
15952,1
15953,0
15954,1
15955,1
15956,1
15957,1
15958,1
15959,1
15960,0
15961,1
15962,0
15963,1
15964,1
15965,1
15966,1
15967,1
15968,1
15969,1
15970,1
15971,1
15972,1
15973,1
15974,1
15975,0
15976,1
15977,1
15978,1
15979,1
15980,1
15981,1
15982,1
15983,1
15984,1
15985,1
15986,1
15987,1
15988,1
15989,1
15990,0
15991,1
15992,1
15993,1
15994,1
15995,1
15996,1
15997,1
15998,1
15999,0
16000,1
16001,1
16002,0
16003,1
16004,1
16005,0
16006,1
16007,1
16008,1
16009,1
16010,1
16011,1
16012,1
16013,1
16014,0
16015,1
16016,1
16017,1
16018,0
16019,1
16020,1
16021,0
16022,1
16023,1
16024,1
16025,1
16026,1
16027,0
16028,1
16029,1
16030,1
16031,1
16032,0
16033,1
16034,1
16035,1
16036,1
16037,1
16038,0
16039,1
16040,1
16041,1
16042,1
16043,1
16044,1
16045,1
16046,1
16047,1
16048,1
16049,1
16050,1
16051,1
16052,1
16053,1
16054,1
16055,1
16056,1
16057,1
16058,1
16059,1
16060,1
16061,1
16062,1
16063,1
16064,1
16065,1
16066,1
16067,0
16068,0
16069,1
16070,0
16071,0
16072,1
16073,1
16074,1
16075,1
16076,1
16077,1
16078,1
16079,1
16080,0
16081,1
16082,1
16083,0
16084,1
16085,0
16086,1
16087,1
16088,1
16089,1
16090,0
16091,1
16092,1
16093,0
16094,1
16095,1
16096,1
16097,1
16098,1
16099,1
16100,0
16101,1
16102,1
16103,1
16104,1
16105,0
16106,1
16107,1
16108,1
16109,1
16110,1
16111,1
16112,1
16113,0
16114,1
16115,1
16116,1
16117,0
16118,1
16119,1
16120,1
16121,1
16122,1
16123,1
16124,1
16125,1
16126,1
16127,1
16128,1
16129,1
16130,1
16131,0
16132,1
16133,0
16134,1
16135,1
16136,1
16137,1
16138,1
16139,1
16140,1
16141,1
16142,0
16143,1
16144,1
16145,0
16146,1
16147,1
16148,1
16149,1
16150,1
16151,1
16152,1
16153,1
16154,1
16155,1
16156,1
16157,1
16158,1
16159,1
16160,1
16161,1
16162,1
16163,1
16164,1
16165,1
16166,1
16167,1
16168,1
16169,1
16170,1
16171,1
16172,1
16173,1
16174,1
16175,1
16176,1
16177,1
16178,1
16179,1
16180,0
16181,0
16182,1
16183,1
16184,1
16185,1
16186,1
16187,1
16188,1
16189,1
16190,1
16191,1
16192,0
16193,1
16194,1
16195,1
16196,0
16197,1
16198,1
16199,1
16200,1
16201,1
16202,1
16203,1
16204,1
16205,1
16206,0
16207,1
16208,1
16209,1
16210,1
16211,1
16212,1
16213,0
16214,1
16215,1
16216,1
16217,1
16218,1
16219,1
16220,1
16221,0
16222,0
16223,0
16224,1
16225,1
16226,1
16227,0
16228,1
16229,1
16230,1
16231,0
16232,1
16233,1
16234,1
16235,1
16236,1
16237,1
16238,1
16239,1
16240,1
16241,0
16242,1
16243,1
16244,1
16245,0
16246,1
16247,1
16248,1
16249,1
16250,0
16251,1
16252,1
16253,1
16254,1
16255,1
16256,1
16257,1
16258,0
16259,1
16260,1
16261,1
16262,1
16263,0
16264,1
16265,1
16266,1
16267,1
16268,1
16269,0
16270,1
16271,1
16272,0
16273,1
16274,1
16275,0
16276,1
16277,1
16278,1
16279,1
16280,0
16281,0
16282,1
16283,1
16284,1
16285,1
16286,1
16287,1
16288,1
16289,1
16290,1
16291,1
16292,0
16293,1
16294,1
16295,0
16296,1
16297,1
16298,1
16299,0
16300,0
16301,1
16302,0
16303,1
16304,1
16305,1
16306,1
16307,1
16308,1
16309,1
16310,1
16311,1
16312,1
16313,1
16314,1
16315,1
16316,1
16317,1
16318,1
16319,1
16320,0
16321,1
16322,1
16323,1
16324,1
16325,1
16326,1
16327,1
16328,1
16329,1
16330,1
16331,1
16332,1
16333,1
16334,1
16335,1
16336,1
16337,1
16338,1
16339,1
16340,0
16341,1
16342,1
16343,0
16344,1
16345,0
16346,0
16347,1
16348,1
16349,1
16350,1
16351,0
